ID;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14;Q15;Q16;Q17;Q18;Q19;Q20;Q21;Q22;Q23;Q24;Q25;Q26
10430343868;4;4;2;4;4;5;5;1;3;3;3;3;3;4;5;5;4;4;4;4;5;3;NA;3;2;4
10430340365;3;4;3;4;3;3;4;1;3;3;4;3;4;3;4;2;4;4;4;3;4;3;4;2;2;4
10430340126;4;3;3;2;3;3;3;2;4;3;3;3;3;4;5;2;4;4;3;3;4;3;4;4;4;1
10430339999;4;4;5;2;4;1;3;4;3;3;2;5;5;4;5;4;4;5;4;5;3;4;5;5;4;5
10430339464;4;4;5;4;3;4;3;3;3;3;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4
10430339334;5;4;4;5;4;4;4;5;4;4;5;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4
10430337253;2;2;3;5;4;5;2;2;2;3;4;3;3;3;5;2;3;3;4;5;5;4;2;5;3;1
10430335934;4;4;5;5;4;5;4;3;4;4;4;3;3;3;4;5;5;5;5;3;5;4;4;3;5;4
10430335767;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;4;4;4;5;5;4;5;5;5;5;5
10430335011;3;2;2;2;3;4;3;2;3;2;3;5;3;3;3;2;3;3;3;3;4;3;4;4;2;4
10425170040;4;4;5;4;3;3;2;2;4;3;3;2;4;3;5;2;4;4;2;2;4;5;5;3;2;2
10425139393;5;5;5;5;4;5;4;2;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;4
10425031666;4;4;5;5;4;5;4;1;3;5;5;3;4;4;5;5;5;3;5;5;4;5;4;4;5;5
10424948560;5;4;2;1;4;4;5;1;5;4;4;4;5;4;3;3;4;4;3;4;3;4;5;5;2;4
10424837808;4;4;5;5;NA;1;5;4;4;5;4;3;3;4;5;NA;4;4;5;4;4;4;4;4;5;4
10424796841;4;2;4;4;3;3;3;3;3;3;2;3;3;4;4;2;2;2;2;2;3;2;2;4;4;1
10424794291;5;5;5;5;4;5;5;4;4;4;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;4
10424762554;3;4;5;2;2;3;3;3;4;4;5;2;3;3;5;2;2;3;2;2;2;2;5;4;5;2
10424747798;4;4;5;4;3;4;4;2;4;4;4;4;3;3;4;4;4;4;4;4;4;3;4;4;4;4
10424696480;4;5;5;4;4;5;4;4;5;5;5;4;4;4;5;4;4;4;4;3;3;4;5;3;4;4
10424691718;5;4;3;4;4;5;4;3;4;4;4;3;4;3;4;4;4;4;4;4;3;3;3;3;3;4
10424623117;5;5;5;5;4;5;4;3;4;5;5;5;5;3;5;4;4;5;5;4;5;4;5;5;5;5
10424618832;3;3;4;5;3;4;4;3;4;3;4;4;5;4;5;4;4;5;4;4;3;3;3;4;4;4
10424571319;4;4;4;4;4;5;4;4;4;5;4;3;4;5;5;4;5;4;4;5;5;4;5;4;4;4
10424478719;4;5;5;4;3;4;3;4;4;3;4;3;4;3;4;4;4;4;4;4;4;5;5;5;5;4
10424293585;2;2;3;4;2;3;4;2;4;2;3;1;5;4;5;2;3;2;2;3;4;4;3;4;4;2
10424256785;3;3;3;4;3;4;4;3;3;3;4;3;3;2;4;2;4;4;4;3;3;2;3;5;2;4
10424155505;3;4;2;2;4;4;4;1;2;1;4;2;2;2;4;3;2;2;3;5;5;4;4;2;4;4
10424128470;2;4;4;3;2;3;4;1;2;3;3;1;1;1;3;4;4;4;3;4;2;2;4;5;5;3
10424096573;3;4;4;3;3;5;4;2;4;5;5;2;4;3;5;4;4;5;5;3;4;3;4;3;2;4
10424008937;4;5;4;4;3;4;3;1;2;4;5;2;3;3;5;2;2;4;3;4;5;4;3;2;2;3
10423973940;3;4;5;5;4;1;1;4;3;3;1;4;3;4;5;2;2;2;2;3;2;3;2;3;4;3
10423971686;5;4;5;5;3;5;5;5;4;4;5;4;3;4;4;5;4;4;5;4;4;5;4;4;4;5
10423872273;4;3;3;4;2;3;3;3;3;2;3;3;4;3;5;2;2;2;3;3;2;3;5;3;2;3
10423866118;4;3;4;4;4;4;2;2;4;3;5;2;3;3;5;5;5;5;2;3;4;3;4;4;4;3
10423860045;4;4;4;5;3;5;5;3;4;5;5;3;3;3;5;4;5;4;4;4;4;4;4;4;2;4
10423856757;4;5;4;4;3;3;4;4;4;3;4;3;3;3;5;3;4;4;4;4;5;4;5;5;5;4
10423856249;3;3;5;5;3;1;4;3;4;4;4;3;4;4;4;3;4;4;3;3;3;3;4;4;4;4
10423853437;2;2;5;5;3;1;3;1;3;2;1;3;3;3;3;2;3;3;2;4;5;3;4;3;5;4
10423815008;4;2;3;2;3;3;2;1;1;2;3;3;5;3;3;5;2;2;2;3;4;3;4;5;5;4
10423797468;3;2;5;5;3;3;3;3;3;4;4;3;3;3;4;3;3;3;3;NA;3;2;2;3;3;4
10423794371;4;2;3;3;1;2;2;2;2;3;1;1;1;1;2;2;2;2;2;4;3;3;4;2;2;4
10423794342;3;3;2;2;2;2;2;4;4;3;2;5;5;5;5;5;2;2;2;2;3;3;5;5;5;2
10423774331;4;3;3;5;3;2;3;3;4;3;4;3;5;4;4;2;3;3;3;4;2;3;5;4;4;3
10423763541;5;4;4;5;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4
10423760087;4;4;5;5;3;4;4;3;3;5;5;3;4;3;5;4;4;4;4;4;3;4;4;3;4;4
10423753739;4;4;4;5;3;4;3;1;2;3;4;4;4;4;5;3;3;3;3;3;4;3;4;4;3;3
10423748652;4;5;5;5;4;5;4;4;5;4;5;4;4;4;5;4;4;4;4;5;4;4;4;4;5;5
10423706880;4;4;5;4;4;4;4;4;3;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;3;4
10423706579;4;2;3;2;NA;3;3;3;3;2;1;2;5;2;4;3;2;2;2;4;2;3;3;3;3;5
10423702098;3;2;2;4;3;2;2;2;3;2;4;3;4;3;4;3;2;2;2;3;2;3;4;4;3;4
10423697982;4;4;2;4;4;4;3;3;4;3;3;3;4;4;4;4;4;3;4;4;2;4;4;4;4;4
10423658194;4;2;2;3;3;5;3;2;3;3;4;3;5;4;3;3;3;2;3;3;4;4;4;4;4;2
10423637378;3;4;5;5;3;4;4;3;4;4;4;4;3;2;5;4;4;4;4;4;3;4;4;3;3;4
10423608419;3;3;3;4;3;5;3;2;2;3;3;2;3;2;4;4;4;4;4;3;4;3;4;2;4;4
10423587809;2;2;4;4;3;3;3;3;3;2;4;2;2;2;4;5;5;5;5;2;2;2;2;2;2;4
10423583923;3;2;3;3;3;4;2;3;1;2;1;1;3;2;3;2;4;2;2;3;2;3;3;3;3;1
10423575217;4;4;4;4;4;5;4;3;4;3;2;4;4;4;3;4;4;4;4;4;4;3;3;4;3;3
10423565839;4;3;3;3;3;4;3;3;4;3;4;3;3;3;4;4;4;4;4;4;4;4;5;5;4;4
10423536149;4;4;5;4;3;4;4;3;4;4;4;5;4;3;4;4;4;4;4;4;2;4;4;3;4;4
10423281364;3;4;5;5;2;4;5;4;4;3;2;3;5;3;5;4;4;4;3;3;4;3;5;4;5;4
10423111789;4;4;4;4;3;5;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;3;4;4;4;4
10423006901;4;3;4;2;5;5;4;2;3;4;3;3;3;4;5;2;4;4;4;5;4;5;3;4;4;4
10422935886;4;4;4;4;3;3;4;3;3;4;5;5;4;3;4;4;4;4;4;4;3;4;4;3;3;5
10422921381;3;4;5;5;3;4;3;1;3;3;4;3;3;3;4;5;3;5;3;3;5;3;5;2;2;4
10422909745;4;4;5;5;3;3;4;3;3;3;3;3;3;3;4;4;4;4;3;4;3;3;4;4;4;5
10422909165;3;3;2;3;2;2;2;3;3;2;2;5;5;1;4;2;2;2;2;3;2;3;5;4;4;2
10422891013;3;2;2;2;3;4;3;2;2;2;1;1;3;1;3;2;2;2;2;3;2;3;4;2;2;3
10422859444;4;3;5;4;2;3;3;3;3;3;3;3;3;2;4;4;4;3;3;3;3;3;4;4;3;4
10422856478;4;5;5;5;4;4;4;1;1;5;5;2;5;4;5;5;5;5;5;5;5;5;5;5;5;5
10422842906;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
10422819225;4;4;3;4;3;4;4;4;4;5;5;4;4;3;5;5;4;3;4;3;2;4;5;2;4;4
10422794986;4;4;5;4;4;5;4;2;3;4;3;4;5;5;5;4;5;4;4;4;2;5;5;2;4;5
10422766782;4;4;5;5;4;4;4;3;5;5;5;4;5;4;5;5;5;5;5;3;5;4;5;5;5;4
10422764322;4;4;5;5;4;4;4;4;4;4;4;4;4;3;5;4;4;4;4;3;4;3;4;5;5;4
10422699355;4;3;3;4;2;3;4;3;3;3;3;5;4;3;5;2;4;5;4;2;2;3;3;4;3;5
10422679302;4;1;1;1;3;5;3;1;3;1;1;1;2;3;3;2;2;2;2;3;4;3;2;5;5;1
10422675198;5;4;4;4;4;5;4;5;5;4;4;5;4;4;4;3;4;5;5;5;5;4;5;4;4;4
10422667703;4;5;5;4;3;3;3;3;4;3;4;3;4;3;5;2;4;2;2;5;3;4;4;4;4;2
10422615677;4;2;5;4;4;4;4;2;3;2;3;4;4;4;4;2;3;4;4;4;2;4;4;4;4;4
10422575082;2;2;5;5;2;4;3;3;3;4;4;1;3;1;5;3;4;5;3;3;3;2;5;3;5;5
10422532419;3;2;3;2;4;4;3;3;4;3;3;2;3;2;3;2;3;3;2;4;3;3;4;4;4;4
10422517857;3;3;4;5;2;3;2;2;3;3;3;4;3;2;4;2;2;2;2;4;3;2;2;2;4;2
10422448486;3;4;5;5;3;4;3;2;4;4;3;3;3;3;4;3;3;4;3;3;3;3;2;4;4;4
10422446509;4;3;4;4;3;5;4;3;4;3;3;2;5;4;5;5;4;4;5;5;3;4;5;2;4;4
10422444590;4;2;3;2;3;4;3;2;3;3;5;3;3;3;2;2;3;3;3;4;2;3;5;5;5;3
10422421075;2;4;4;5;2;3;1;2;2;2;2;1;2;2;4;2;2;2;2;3;3;4;2;2;2;4
10422362799;4;4;5;5;4;5;5;4;4;5;5;5;5;4;5;5;4;5;4;4;5;5;5;3;5;5
10422321374;4;4;4;4;3;4;4;3;4;4;4;3;4;3;5;3;4;4;4;4;3;4;4;4;4;5
10422305764;4;4;4;5;4;5;4;3;3;4;5;5;4;4;5;4;4;4;4;4;4;4;3;2;3;5
10422301370;4;5;5;5;4;4;2;3;4;5;3;3;3;3;5;2;4;4;3;4;2;4;3;4;3;4
10422272853;4;4;3;4;4;4;3;3;4;3;3;5;4;4;4;4;2;3;2;3;3;3;4;4;2;3
10422087345;4;3;4;5;3;3;3;1;3;2;3;3;4;3;4;2;3;2;2;2;2;2;4;3;4;4
10422050936;5;4;5;5;4;5;4;5;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;4
10421999764;4;4;3;3;3;4;4;2;4;3;4;4;4;4;5;4;4;4;4;3;4;3;5;4;4;4
10421971563;4;4;4;4;3;4;4;3;4;4;3;3;3;3;5;4;4;4;4;4;4;4;5;4;4;4
10421966697;4;3;2;2;3;3;3;3;4;3;4;2;4;5;3;3;2;2;2;2;2;2;NA;2;2;2
10421869178;4;4;5;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;4
10421729414;5;4;4;4;4;5;4;3;4;5;5;4;5;4;5;5;5;4;5;5;3;4;5;4;4;5
10421632891;3;4;4;5;2;3;3;2;3;3;4;2;4;2;4;4;3;3;3;4;4;3;4;2;2;4
10421623812;4;3;3;3;2;1;2;5;4;2;4;2;5;3;4;3;2;2;5;3;2;3;5;3;5;1
10421622624;4;4;3;2;3;4;3;2;4;3;3;2;3;3;4;3;2;4;3;4;3;3;4;4;4;4
10421563580;2;2;5;5;2;1;5;1;1;2;5;1;5;1;3;2;2;2;2;3;2;2;2;3;3;4
10421556589;4;2;3;3;2;4;3;2;1;3;3;2;4;2;4;2;2;2;2;5;5;5;5;5;4;4
10421542394;4;4;5;5;3;4;3;2;4;3;4;3;4;4;5;3;4;4;4;4;3;4;5;5;4;4
10421535472;2;3;2;2;1;5;4;1;1;3;3;2;4;1;4;2;3;2;3;2;4;2;2;3;5;3
10421513588;2;2;3;2;2;2;2;2;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3
10421477974;5;3;5;4;3;5;4;2;4;3;5;3;3;4;5;4;5;5;5;4;4;3;5;3;5;5
10421475600;2;2;5;2;2;1;3;2;3;3;3;5;3;1;4;NA;4;3;2;5;5;3;3;5;5;3
10421465227;4;5;3;4;5;5;4;5;5;4;4;4;5;5;4;3;4;4;4;5;3;5;4;5;5;5
10421442333;3;2;3;4;2;3;2;1;1;2;4;4;5;2;5;2;2;2;2;5;2;3;2;4;5;1
10421442332;5;4;5;5;4;5;4;5;5;4;4;4;4;4;5;2;4;4;4;4;4;4;4;4;4;4
10421440828;4;4;5;4;4;5;4;3;4;5;5;3;4;3;5;4;5;5;5;5;4;4;4;4;4;5
10421423979;4;3;3;4;3;4;4;4;4;4;4;3;4;3;4;2;4;4;4;3;4;4;4;4;4;4
10421376858;4;4;5;5;3;4;4;4;4;3;5;3;4;3;4;4;4;4;4;4;3;4;4;4;4;4
10421376716;4;4;3;2;4;5;3;2;4;3;3;5;5;5;5;4;3;2;4;3;2;4;4;4;5;5
10421374841;4;5;5;5;3;4;4;3;3;4;4;3;4;3;5;4;4;4;4;3;3;3;4;3;3;4
10421371676;4;4;5;4;4;4;4;1;2;4;5;4;3;3;4;4;4;4;4;3;3;3;4;2;2;4
10421357178;2;2;2;4;3;5;3;4;3;2;1;3;4;3;2;2;2;2;2;4;2;4;5;5;5;4
10421347809;4;4;4;4;4;4;5;4;4;4;5;4;4;4;5;3;4;4;4;4;4;4;4;4;4;4
10421336316;5;NA;5;5;4;4;4;3;4;4;5;3;4;4;4;4;4;4;5;5;5;5;5;4;4;5
10421323593;4;5;5;4;4;5;5;4;5;4;5;3;4;4;5;5;5;5;5;5;5;4;5;4;4;4
10421273825;4;5;5;5;4;5;4;3;4;4;4;5;5;4;5;4;4;5;4;4;4;3;4;4;4;4
10421269383;3;4;5;4;4;5;4;3;4;4;4;3;4;4;5;4;4;4;4;4;4;4;5;4;4;4
10421265172;4;4;5;4;4;5;5;5;4;5;5;3;5;5;3;5;5;5;5;5;4;5;4;2;5;4
10421220186;5;4;4;5;4;5;5;4;4;5;4;5;4;5;5;5;4;4;5;4;5;4;5;5;5;4
10421196630;5;4;4;5;4;4;3;4;4;4;3;5;4;3;4;3;4;4;4;4;4;3;4;4;4;4
10421049798;5;5;4;4;5;5;4;3;5;4;5;4;4;5;5;4;5;5;5;5;5;5;5;3;5;5
10421034497;2;2;3;4;2;3;2;1;2;2;1;2;4;4;1;2;2;2;2;3;3;5;2;2;2;3
10421026411;NA;3;2;3;1;4;2;4;3;3;2;1;3;1;5;4;2;3;3;2;5;3;2;2;2;3
10421012620;3;3;3;3;3;3;3;3;3;2;3;1;3;3;3;3;3;2;2;2;2;2;3;2;2;2
10420993887;5;2;4;2;3;4;3;3;4;4;2;3;5;3;5;2;4;3;3;5;3;5;5;5;5;5
10420991138;4;4;4;5;4;4;4;3;4;5;5;3;4;4;5;5;5;5;5;4;4;4;5;3;4;4
10420974813;4;2;4;5;3;4;3;2;4;3;4;3;4;4;4;2;3;3;3;5;4;4;4;2;4;3
10420973917;4;4;4;5;4;4;3;2;4;4;3;3;3;4;4;3;4;4;4;4;5;5;4;3;3;4
10420964126;2;2;5;3;1;1;3;1;1;2;2;1;4;4;4;2;2;2;2;2;2;2;2;2;2;1
10420960380;5;3;5;4;3;4;5;4;4;5;5;4;2;3;5;2;4;4;3;2;3;2;5;5;5;5
10420954976;2;2;4;4;2;3;4;2;1;2;3;2;3;2;4;3;4;4;3;2;2;2;2;4;3;3
10420951804;4;4;5;5;3;5;3;4;2;3;3;3;3;2;4;5;3;3;4;3;3;3;3;2;2;4
10420950824;4;3;4;4;3;4;2;3;4;3;3;3;3;3;4;4;4;3;3;4;4;4;4;4;4;4
10420940231;4;3;2;3;4;4;3;3;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;3
10420932039;5;4;4;5;4;5;5;2;5;5;5;5;5;5;5;4;4;5;4;5;4;5;5;5;5;5
10420930364;4;3;4;5;3;4;3;3;4;3;4;3;4;3;4;4;4;4;4;3;3;3;4;4;4;4
10420928702;5;3;4;5;4;5;3;3;4;3;4;4;4;4;5;2;3;4;4;4;5;4;5;4;5;5
10420894683;4;4;5;4;5;5;3;4;5;3;5;3;5;5;5;4;4;4;4;5;5;4;5;5;5;4
10420887555;3;3;5;5;3;4;4;3;3;4;4;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4
10420884438;4;4;4;4;3;5;4;3;2;5;5;3;3;3;4;4;4;4;5;5;5;4;5;4;2;4
10420876526;4;4;5;4;3;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;2;4;3;4;4;5
10420871361;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;4;4;3;4;2;3;3;3;3;4
10420857974;4;4;5;5;3;5;2;2;3;2;2;3;4;2;4;2;3;2;2;2;2;4;2;4;3;3
10420849527;2;4;5;4;2;3;3;3;3;5;4;2;3;2;5;4;4;4;3;3;2;3;3;4;3;4
10420840463;4;2;4;5;3;4;3;3;5;5;4;4;4;3;5;2;4;4;4;3;2;3;4;4;5;5
10420831921;4;4;5;5;4;4;3;3;2;4;4;1;4;3;5;3;4;4;4;4;3;3;3;3;3;2
10420827626;5;3;5;5;3;2;3;5;4;2;3;3;4;3;5;4;3;3;4;3;2;3;4;3;5;1
10420813747;4;4;5;5;4;4;4;4;5;4;3;2;4;3;5;5;5;5;4;5;3;5;5;2;3;5
10420813561;5;5;4;5;5;5;5;5;4;5;5;5;5;4;5;4;5;5;5;5;5;5;4;5;4;5
10420783140;4;4;3;4;4;5;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4
10420777772;4;4;4;5;4;5;5;4;3;5;5;5;5;3;5;4;5;5;5;5;3;4;4;5;5;5
10420774772;5;4;3;4;4;5;4;3;5;4;5;5;4;4;5;4;4;4;4;4;4;4;5;5;5;5
10420757804;4;3;3;3;3;1;2;2;4;2;3;4;3;3;4;3;2;3;3;2;3;3;4;4;4;2
10420749678;3;3;3;3;2;3;4;2;2;3;3;1;3;1;4;3;3;5;3;2;4;3;4;2;2;4
10420739717;4;5;5;5;4;5;5;4;2;5;5;3;4;4;5;4;4;4;3;4;4;4;3;3;2;5
10420735327;2;3;3;4;2;4;3;4;3;4;4;2;2;1;4;4;4;4;4;3;2;3;3;4;2;4
10420728368;5;3;5;5;4;4;4;2;4;4;5;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4
10420728104;4;4;4;4;3;4;4;2;3;3;4;3;4;3;5;3;4;4;4;3;2;3;4;3;4;4
10420685692;4;4;5;3;4;4;4;3;3;4;4;4;4;3;5;2;4;4;5;4;3;3;4;4;5;4
10420667420;NA;4;4;3;2;4;3;2;2;4;3;3;4;2;2;5;4;2;4;4;2;4;5;4;5;4
10420664826;2;2;2;1;2;2;2;1;4;2;3;1;4;3;5;2;2;2;2;3;2;5;5;4;4;1
10420663644;4;4;4;4;3;3;4;2;3;3;2;1;4;3;5;5;4;5;5;5;3;5;4;4;4;4
10420662173;5;4;5;5;4;4;3;3;4;5;5;5;5;3;5;4;4;5;5;5;4;5;5;4;4;4
10420654107;5;4;5;5;3;4;4;5;5;5;5;5;5;5;5;4;5;5;4;4;3;3;5;5;5;4
10420643305;5;5;4;4;4;5;4;3;4;5;3;4;3;4;5;5;4;4;4;4;3;3;5;5;5;4
10420617699;4;4;4;3;4;5;5;3;3;3;4;2;5;4;2;5;4;4;4;5;4;4;5;4;3;5
10420603680;4;4;5;5;3;2;4;2;4;5;3;4;2;5;5;4;3;2;3;3;4;3;5;3;4;2
10420602223;4;5;5;5;5;5;4;4;1;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;4
10420578633;4;4;5;4;3;4;4;2;3;4;2;2;4;3;5;5;4;4;3;3;5;4;4;4;3;5
10420565744;4;4;3;4;4;5;4;3;3;4;5;3;4;4;5;3;4;4;4;4;3;4;4;3;4;4
10420565359;4;3;3;2;4;5;3;2;3;3;4;3;3;3;3;3;3;3;5;4;3;4;3;3;3;5
10420563860;4;4;4;4;4;5;4;4;4;4;4;NA;4;4;4;3;4;4;4;4;3;4;5;4;4;4
10420563459;4;4;5;4;4;5;4;2;4;4;5;3;4;2;5;4;4;4;4;4;4;4;4;4;4;5
10420552200;4;4;5;4;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4
10420529386;4;3;5;3;4;4;4;2;4;5;5;3;5;4;5;3;4;4;4;4;4;4;4;2;4;4
10420525979;2;3;4;2;2;2;1;3;4;2;3;3;4;4;5;4;2;2;2;3;2;3;4;3;4;2
10420515213;5;5;3;3;4;4;4;3;4;5;4;4;3;4;4;4;4;4;4;3;5;4;4;3;4;5
10420512985;4;4;4;4;2;4;4;2;4;3;4;5;4;4;5;3;4;3;4;4;3;4;4;4;5;4
10420509995;4;4;4;4;3;3;4;4;2;3;3;4;3;3;4;3;3;3;4;3;3;3;3;4;4;4
10420488350;4;4;5;5;3;3;4;4;4;4;5;5;4;3;5;5;4;5;3;2;5;2;4;5;4;4
10420485486;4;4;4;4;4;5;3;4;3;3;4;3;3;4;4;4;3;3;3;4;4;4;5;5;5;5
10420472068;5;5;5;5;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5
10420469728;4;2;3;3;2;3;2;2;3;1;2;1;4;1;5;2;2;2;2;3;2;3;3;2;4;2
10420468029;4;4;4;4;3;5;5;4;4;3;5;3;3;2;4;4;4;3;3;3;3;3;4;2;3;3
10420463039;4;4;4;2;3;4;2;3;3;3;2;3;3;3;3;2;2;3;3;3;2;2;3;4;3;2
10420460467;4;4;3;4;3;3;4;2;4;4;3;3;3;3;4;5;4;4;4;3;2;3;3;4;4;4
10420457209;4;4;4;5;4;4;5;3;3;4;4;4;4;5;4;4;4;4;4;4;4;4;5;5;5;4
10420439191;4;4;5;5;3;3;2;4;4;5;3;5;5;4;5;3;5;5;4;4;4;4;4;4;4;5
10420435510;4;4;5;5;3;4;3;2;3;3;3;4;4;4;5;2;3;3;3;3;3;3;4;4;5;4
10420430554;5;4;4;4;4;4;4;4;4;4;4;5;5;4;5;4;4;4;4;5;3;5;5;5;5;3
10420420103;5;5;5;4;5;5;4;3;4;5;5;3;4;5;5;4;5;4;5;5;2;5;5;4;5;4
10420416996;2;4;4;2;2;2;3;3;3;3;3;4;4;3;5;4;4;4;4;3;3;3;3;4;4;4
10420408807;4;4;4;5;3;4;3;4;1;3;4;4;2;4;4;4;2;2;2;2;3;4;4;3;2;4
10420408070;4;5;4;5;5;4;4;4;2;4;4;4;3;3;4;3;4;4;5;4;4;2;4;2;4;4
10420406686;2;2;3;2;2;1;2;2;2;2;2;5;4;2;5;5;2;2;5;5;5;5;3;4;2;1
10420395353;4;3;3;3;3;3;3;1;3;3;3;2;4;3;3;3;4;4;3;3;2;3;4;2;4;4
10420390276;4;4;5;5;5;5;4;3;3;4;4;3;5;2;5;4;4;4;4;3;3;2;5;3;3;5
10420388101;4;4;4;3;3;3;5;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4
10420374547;3;3;4;4;4;4;4;3;3;4;4;4;3;4;4;2;4;4;4;4;4;4;4;4;3;4
10420353466;4;4;5;5;4;4;4;2;3;4;5;5;4;4;5;4;4;4;3;4;4;3;4;4;5;4
10420344979;2;3;4;4;2;5;4;2;3;3;4;3;4;3;4;2;2;2;3;2;3;3;2;2;4;5
10420343577;5;5;5;5;5;5;5;4;5;5;5;4;4;5;5;5;5;5;5;4;2;4;5;4;3;5
10420341497;1;4;5;2;2;1;3;4;4;3;4;2;2;1;4;2;5;5;5;5;5;5;4;5;3;2
10420340685;4;3;3;4;3;3;4;3;3;3;2;1;1;2;3;3;3;3;3;3;3;3;3;2;2;3
10420326299;4;4;5;2;3;2;5;2;3;3;5;5;3;3;3;2;3;4;4;3;4;4;4;5;3;4
10420324375;4;3;4;2;3;4;4;3;3;3;4;2;5;3;4;3;4;3;4;5;5;4;4;2;4;4
10420321925;4;NA;4;4;4;4;3;4;4;4;4;4;4;4;5;4;4;4;4;4;3;4;4;4;4;4
10420318200;5;4;3;4;4;4;4;4;4;3;4;5;4;3;5;3;4;4;3;3;3;3;5;4;5;4
10420317136;4;4;5;5;3;5;5;4;5;5;5;4;5;5;5;3;5;5;5;4;4;4;4;3;3;4
10420313048;4;3;3;3;3;3;3;3;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4
10420311869;4;4;3;4;3;5;3;2;2;3;2;3;3;2;4;4;4;4;4;4;5;4;5;3;3;4
10420304841;4;3;4;5;3;2;3;3;4;3;3;4;4;4;3;3;3;2;3;4;3;3;4;4;3;3
10420304296;5;4;5;4;4;4;3;4;4;4;5;5;1;4;5;2;5;5;5;5;5;5;5;5;5;4
10420292249;5;5;5;5;5;5;5;2;4;5;5;4;5;5;3;2;5;5;5;5;5;5;5;3;3;5
10420289331;3;2;5;3;1;5;3;2;3;3;5;5;5;3;5;2;4;4;3;3;4;3;3;2;2;3
10420288878;3;4;5;3;3;3;4;3;3;4;4;4;4;3;4;3;3;3;4;NA;3;NA;3;4;3;4
10420287792;4;4;5;5;3;5;5;3;3;4;4;2;5;3;5;4;5;5;5;5;5;4;3;4;5;5
10420284773;3;4;5;5;1;1;4;2;2;4;4;5;4;3;5;4;4;4;4;4;5;5;4;3;2;5
10420280094;5;5;5;5;4;4;4;3;4;3;3;3;4;3;4;3;4;4;4;4;3;4;5;5;4;5
10420278495;4;5;4;3;3;5;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;5
10420273959;4;4;4;5;3;4;4;4;3;4;5;3;4;3;5;3;4;4;3;3;3;3;3;4;4;4
10420273930;2;1;4;2;3;4;3;3;4;2;2;2;3;3;2;2;2;2;2;3;2;3;5;4;3;3
10420247352;4;5;4;4;4;5;3;4;4;3;4;3;5;3;5;2;2;2;4;2;2;3;2;2;5;3
10420242384;4;4;4;4;3;3;2;1;4;2;3;4;5;4;4;3;5;5;2;3;5;2;3;4;3;3
10420234017;3;2;4;5;3;3;3;1;3;4;4;4;3;3;4;3;4;2;3;3;2;3;5;4;3;4
10420232674;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4
10420232294;NA;4;3;4;4;5;5;2;4;4;4;3;5;4;5;4;4;4;4;4;4;4;4;4;4;4
10420232236;4;4;4;NA;3;4;5;2;4;5;5;5;5;5;5;4;4;4;4;4;4;4;4;3;3;4
10420229154;3;2;4;3;2;2;2;2;3;2;1;1;2;2;4;2;3;3;2;2;2;2;3;2;2;1
10420225342;4;4;4;4;3;4;5;4;4;3;5;4;3;3;5;3;4;4;4;4;4;4;4;4;4;4
10420224259;3;2;3;3;2;4;4;3;3;3;3;3;4;3;3;NA;4;3;2;3;3;2;5;3;3;3
10420216758;4;NA;5;4;3;4;4;3;4;4;4;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4
10420215672;3;2;2;2;3;3;2;2;2;2;2;2;2;3;2;2;3;2;2;3;3;3;3;2;2;1
10420213369;4;2;3;3;3;4;4;3;5;4;4;3;4;4;4;2;4;4;4;3;3;2;5;4;3;3
10420213131;5;5;5;5;4;5;5;4;4;5;5;5;5;3;5;5;5;5;4;5;4;4;4;4;4;4
10420212381;3;3;5;4;3;5;4;3;3;3;2;2;4;2;5;3;3;3;3;2;4;2;5;5;5;4
